player_name,total_runs,total_wickets,strike_rate,economy_rate,is_opener,is_finisher,is_death_bowler,is_economical,seasons_played,num_seasons,teams_played_for,num_teams,one_franchise,active_recent,early_ipl_era,played_for_csk,played_for_mi,played_for_rcb,played_for_kkr,played_for_srh,played_for_dc,played_for_dd,played_for_pbks,played_for_kxip,played_for_rr,played_for_gl,played_for_rps,played_for_ktr,played_for_pwi,played_for_dh,played_for_gt,played_for_lsg,primary_role,secondary_role,nationality,batting_hand,bowling_style,is_wicketkeeper,is_captain,is_power_hitter,is_anchor,is_spinner,is_pacer,is_all_rounder,is_clutch,won_orange_cap,won_purple_cap,won_ipl_title,is_international_star,personality_tag,legacy_team,fan_perception,iconic_moment
A Flintoff,62,2,116.98,9.55,False,False,False,False,[2009],1,['Chennai Super Kings'],1,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Fast | Off-spin,False,False,False,False,False,True,True,False,False,False,False,True,Aggressive,,,
T Thushara,12,8,66.67,7.16,False,False,False,False,"[2009, 2009]",2,['Chennai Super Kings'],1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Indian,Right,Right-arm Fast,False,False,False,False,True,True,False,False,False,False,False,False,,,,
JD Ryder,604,8,131.88,7.7,True,False,False,False,"[2009, 2011, 2012]",3,"['Royal Challengers Bangalore', 'Pune Warriors']",2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,True,Aggressive,,,
KP Pietersen,1001,7,134.72,7.41,False,False,False,False,"[2009, 2009, 2012, 2014, 2016]",5,"['Royal Challengers Bangalore', 'Delhi Daredevils', 'Rising Pune Supergiants']",3,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Batsman | All-rounder,,Overseas,Right,Right-arm Fast | Off-spin,False,False,False,False,False,True,True,False,False,False,False,True,Aggressive,,,
T Henderson,11,1,68.75,6.67,False,False,False,False,[2009],1,['Rajasthan Royals'],1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,Match-winner,,,
Kamran Khan,3,10,60.0,8.64,False,False,False,False,[2009],1,['Rajasthan Royals'],1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Overseas,,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,,,,
RS Bopara,531,11,117.22,8.5,False,False,False,False,"[2009, 2009, 2015]",3,"['Kings XI Punjab', 'Sunrisers Hyderabad']",2,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Fast | Off-spin,False,False,False,False,False,True,True,False,False,False,False,True,Aggressive,,,
CH Gayle,4997,18,149.34,7.9,True,False,False,False,"[2009, 2009, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021]",13,"['Kolkata Knight Riders', 'Royal Challengers Bangalore', 'Kings XI Punjab', 'Punjab Kings']",4,False,False,True,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,Batsman | All-rounder,,Overseas,Left,Left-arm Fast | Left-arm spin,False,False,True,False,False,True,True,True,False,True,True,True,Aggressive,Royal Challengers Bangalore,One of the most destructive batsmen in IPL history,His 175* off 66 balls for RCB against Pune Warriors in 2013
MC Henriques,1000,42,126.9,8.14,False,False,False,False,"[2009, 2009, 2013, 2014, 2015, 2016, 2017, 2021]",8,"['Kolkata Knight Riders', 'Delhi Daredevils', 'Royal Challengers Bangalore', 'Sunrisers Hyderabad', 'Punjab Kings']",5,False,False,True,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Fast | Off-spin,False,False,False,False,False,True,True,False,False,False,False,True,Aggressive,,,
R Bishnoi,19,0,111.76,0.0,False,False,False,False,[2009],1,['Royal Challengers Bangalore'],1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Indian,Right,Leg-spin,False,False,False,False,True,False,False,False,False,False,False,False,,,,
FH Edwards,4,5,80.0,6.6,False,False,False,False,[2009],1,['Deccan Chargers'],1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,,,,
KV Sharma,352,83,119.32,8.38,False,False,False,False,"[2009, 2013, 2014, 2015, 2016, 2017, 2023, 2024, 2025]",9,"['Royal Challengers Bangalore', 'Sunrisers Hyderabad', 'Mumbai Indians', 'Royal Challengers Bengaluru']",4,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,Indian | Overseas,Right | Left,Right-arm Fast | Left-arm Fast | Off-spin | Leg-spin | Left-arm spin | None,False,False,False,False,False,False,False,False,False,False,False,False,One word: Aggressive | Calm | Finisher | Maverick | Consistent | Match-winner,,,
PC Valthaty,505,7,120.81,8.15,True,False,False,False,"[2009, 2011, 2012, 2013]",4,"['Rajasthan Royals', 'Kings XI Punjab']",2,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Batsman,,Indian,Left,Left-arm spin,False,False,False,False,True,False,False,False,False,False,False,False,Aggressive,,,
RJ Quiney,103,0,100.98,0.0,True,False,False,False,[2009],1,['Rajasthan Royals'],1,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Batsman,,Overseas,Left,Left-arm spin,False,False,False,False,True,False,False,False,False,False,False,False,,,,
AS Raut,194,0,116.17,8.8,False,False,False,False,"[2009, 2009, 2011]",3,['Rajasthan Royals'],1,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Batsman,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,,,,
Yashpal Singh,47,0,71.21,0.0,False,False,False,False,[2009],1,['Kolkata Knight Riders'],1,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,,,,
M Manhas,514,0,109.36,6.0,False,False,False,False,"[2009, 2009, 2011, 2012, 2013, 2014]",6,"['Delhi Daredevils', 'Pune Warriors', 'Chennai Super Kings']",3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Batsman | All-rounder,,Overseas,Right,Right-arm Fast | Off-spin,False,False,False,False,False,True,True,False,False,False,False,False,Aggressive,,,
AA Bilakhia,69,0,81.18,0.0,False,False,False,False,"[2009, 2009]",2,['Deccan Chargers'],1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,
AN Ghosh,7,0,87.5,0.0,False,False,False,False,[2009],1,['Kolkata Knight Riders'],1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,Match-winner,,,
BAW Mendis,3,8,50.0,7.45,False,False,False,False,"[2009, 2009, 2013]",3,"['Kolkata Knight Riders', 'Pune Warriors']",2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Off-spin,False,False,False,False,True,False,True,False,False,False,False,True,Aggressive,,,
DL Vettori,121,28,107.08,6.79,False,False,False,True,"[2009, 2009, 2011, 2012]",4,"['Delhi Daredevils', 'Royal Challengers Bangalore']",2,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Left-arm spin,False,False,False,False,True,False,True,False,False,False,False,True,Calm,,,
MN van Wyk,167,0,126.52,0.0,False,False,False,False,[2009],1,['Kolkata Knight Riders'],1,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Wicket-keeper,,Overseas,Right,Right-arm Fast,True,False,False,False,False,True,False,False,False,False,False,False,,,,
RE van der Merwe,159,21,112.77,6.74,False,False,False,True,"[2009, 2009, 2011, 2013]",4,"['Royal Challengers Bangalore', 'Delhi Daredevils']",2,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Fast | Left-arm Fast | Off-spin | Leg-spin | Left-arm spin,False,False,False,False,False,True,True,False,False,False,False,False,,,,
TL Suman,676,6,117.57,7.88,False,False,False,False,"[2009, 2009, 2011, 2012, 2013]",5,"['Deccan Chargers', 'Mumbai Indians', 'Pune Warriors']",3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Batsman | Bowler,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,Aggressive,,,
Shoaib Ahmed,1,5,16.67,8.94,False,False,False,False,[2009],1,['Deccan Chargers'],1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,,,,
GR Napier,15,1,93.75,6.75,False,False,False,False,[2009],1,['Mumbai Indians'],1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,,,,
KP Appanna,2,9,50.0,7.94,False,False,False,False,"[2009, 2009]",2,['Royal Challengers Bangalore'],1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Indian,Right,Left-arm spin,False,False,False,False,True,False,False,False,False,False,False,False,,,,
LA Carseldine,81,1,119.12,6.0,False,False,False,False,[2009],1,['Rajasthan Royals'],1,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,,,,
NV Ojha,1554,0,118.35,0.0,False,False,False,False,"[2009, 2009, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",10,"['Rajasthan Royals', 'Delhi Daredevils', 'Sunrisers Hyderabad']",3,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,Wicket-keeper | Batsman,,Indian,Right,Right-arm Medium,True,False,False,False,False,False,False,False,False,False,False,True,Consistent,,,
SM Harwood,9,3,64.29,7.3,False,False,False,False,[2009],1,['Rajasthan Royals'],1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,,,,
M Vijay,2619,0,121.87,8.17,True,False,False,False,"[2009, 2009, 2011, 2012, 2013, 2014, 2015, 2016, 2018, 2019, 2020]",11,"['Chennai Super Kings', 'Delhi Daredevils', 'Kings XI Punjab']",3,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,Batsman,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,True,,,,
SB Jakati,28,47,96.55,8.02,False,False,False,False,"[2009, 2012, 2016]",3,"['Chennai Super Kings', 'Gujarat Lions']",2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Indian,Right,Right-arm Fast | Off-spin,False,False,False,False,True,True,True,False,False,False,False,False,Aggressive,,,
DA Warner,6567,0,139.66,12.0,True,False,False,False,"[2009, 2009, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2019, 2020, 2021, 2022, 2023, 2024]",15,"['Delhi Daredevils', 'Sunrisers Hyderabad', 'Delhi Capitals']",3,False,True,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,Batsman,,Overseas,Left,Left-arm Fast,False,False,False,False,False,True,False,False,False,True,True,True,Aggressive,Sunrisers Hyderabad,,
RJ Harris,117,45,104.46,7.55,False,False,False,False,"[2009, 2009, 2011, 2012, 2013]",5,"['Deccan Chargers', 'Kings XI Punjab']",2,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,All-rounder,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,True,Maverick,,,
D du Preez,10,4,76.92,8.0,False,False,False,False,[2009],1,['Royal Challengers Bangalore'],1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,True,,,,
M Morkel,126,77,140.0,7.69,False,False,False,False,"[2009, 2009, 2011, 2012, 2013, 2014, 2015, 2016]",8,"['Rajasthan Royals', 'Delhi Daredevils', 'Kolkata Knight Riders']",3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Bowler,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,True,,,,
AD Mathews,724,27,125.91,8.18,False,False,False,False,"[2009, 2009, 2012, 2013, 2015, 2017]",6,"['Kolkata Knight Riders', 'Pune Warriors', 'Delhi Daredevils']",3,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Fast | Off-spin,False,False,False,False,True,True,True,False,False,False,False,True,Consistent,,,
J Botha,409,25,113.93,6.92,False,False,False,True,"[2009, 2011, 2012, 2013, 2015]",5,"['Rajasthan Royals', 'Delhi Daredevils', 'Kolkata Knight Riders']",3,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,True,,,,
C Nanda,0,2,0.0,7.12,False,False,False,False,[2009],1,['Mumbai Indians'],1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,
SL Malinga,88,170,88.89,7.14,False,False,False,True,"[2009, 2009, 2011, 2012, 2013, 2014, 2015, 2017]",8,['Mumbai Indians'],1,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,True,Aggressive,,,
Mashrafe Mortaza,2,0,100.0,14.5,False,False,False,False,[2009],1,['Kolkata Knight Riders'],1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,True,,,,
A Singh,2,28,20.0,7.86,False,False,False,False,"[2009, 2011, 2012]",3,['Rajasthan Royals'],1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,Indian | Overseas,Right | Left,Right-arm Fast | Left-arm Fast | Off-spin | Leg-spin | Left-arm spin | None,False,False,False,False,False,False,False,False,False,False,False,False,One word: Aggressive | Calm | Finisher | Maverick | Consistent | Match-winner,,,
GJ Bailey,663,0,121.88,0.0,False,False,False,False,"[2009, 2009, 2014, 2015, 2016]",5,"['Chennai Super Kings', 'Kings XI Punjab', 'Rising Pune Supergiants']",3,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Batsman,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,True,Aggressive,,,
AB McDonald,123,11,123.0,8.42,False,False,False,False,"[2009, 2009, 2011, 2012, 2013]",5,"['Delhi Daredevils', 'Royal Challengers Bangalore']",2,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,True,,,,
Y Nagar,285,4,110.04,11.36,False,False,False,False,"[2009, 2009, 2011, 2012]",4,['Delhi Daredevils'],1,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Batsman,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,Aggressive,,,
SS Shaikh,6,0,85.71,0.0,False,False,False,False,[2009],1,['Kolkata Knight Riders'],1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,Indian | Overseas,Right | Left,Right-arm Fast | Left-arm Fast | Off-spin | Leg-spin | Left-arm spin | None,False,False,False,False,False,False,False,False,False,False,False,False,One word: Aggressive | Calm | Finisher | Maverick | Consistent | Match-winner,,,
R Ashwin,833,187,118.16,7.2,False,False,False,True,"[2009, 2009, 2011, 2012, 2013, 2014, 2015, 2016, 2018, 2019, 2020, 2021, 2022, 2023, 2024, 2025]",16,"['Chennai Super Kings', 'Rising Pune Supergiants', 'Kings XI Punjab', 'Delhi Capitals', 'Rajasthan Royals']",5,False,True,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,Bowler | All-rounder,,Indian,Right,Off-spin,False,False,False,False,True,False,True,False,False,True,True,True,Match-winner,Chennai Super Kings,,
Mohammad Ashraful,2,0,20.0,0.0,False,False,False,False,[2009],1,['Mumbai Indians'],1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman,,Overseas,Right,Right-arm Off-break,False,False,False,False,True,False,True,False,False,False,False,True,Maverick,,,
CA Pujara,390,0,99.74,0.0,False,False,False,False,"[2009, 2011, 2012, 2013, 2014]",5,"['Kolkata Knight Riders', 'Royal Challengers Bangalore', 'Kings XI Punjab']",3,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,Batsman,,Indian,Right,Right-arm Off-break,False,False,False,False,False,False,False,False,False,False,False,True,Consistent,,,
OA Shah,506,0,130.08,0.0,False,False,False,False,"[2009, 2011, 2012, 2013]",4,"['Kolkata Knight Riders', 'Kochi Tuskers Kerala', 'Rajasthan Royals']",3,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Off-break,False,False,False,False,True,False,True,False,False,False,False,True,Consistent,,,
Anirudh Singh,63,0,95.45,0.0,False,False,False,False,[2009],1,['Deccan Chargers'],1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,Indian | Overseas,Right | Left,Right-arm Fast | Left-arm Fast | Off-spin | Leg-spin | Left-arm spin | None,False,False,False,False,False,False,False,False,False,False,False,False,,,,
Jaskaran Singh,8,6,72.73,10.06,False,False,False,False,[2009],1,['Deccan Chargers'],1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,,,,
AP Tare,339,0,124.18,0.0,False,False,False,False,"[2009, 2013, 2014, 2015, 2016, 2017]",6,"['Mumbai Indians', 'Sunrisers Hyderabad', 'Delhi Daredevils']",3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,,,,
AT Rayudu,4348,0,127.54,0.0,False,False,False,False,"[2009, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023]",14,"['Mumbai Indians', 'Chennai Super Kings']",2,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman,,Indian,Right,Right-arm Medium,False,False,False,False,False,False,False,False,False,False,True,True,Finisher,Chennai Super Kings,,
R Sathish,270,3,116.88,10.01,False,False,False,False,"[2009, 2011, 2013, 2016]",4,"['Mumbai Indians', 'Kings XI Punjab', 'Kolkata Knight Riders']",3,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Batsman | Bowler,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,,,,
R McLaren,159,12,92.98,9.19,False,False,False,False,"[2009, 2011, 2013]",3,"['Mumbai Indians', 'Kings XI Punjab', 'Kolkata Knight Riders']",3,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,True,,,,
AA Jhunjhunwala,217,1,103.33,9.11,False,False,False,False,"[2009, 2011, 2012]",3,"['Rajasthan Royals', 'Pune Warriors', 'Deccan Chargers']",3,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,
P Dogra,127,0,92.03,0.0,False,False,False,False,"[2009, 2012, 2013]",3,"['Rajasthan Royals', 'Kings XI Punjab', 'Kolkata Knight Riders']",3,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Batsman,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,Aggressive,,,
A Uniyal,4,2,57.14,11.0,False,False,False,False,[2009],1,['Rajasthan Royals'],1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,
MS Bisla,798,0,113.68,0.0,True,False,False,False,"[2009, 2011, 2012, 2013, 2014, 2015]",6,"['Kings XI Punjab', 'Kolkata Knight Riders', 'Royal Challengers Bangalore']",3,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,Batsman,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,Aggressive,,,
YA Abdulla,0,15,0.0,8.81,False,False,False,False,[2009],1,['Kings XI Punjab'],1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Overseas,,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,,,,
EJG Morgan,1406,0,122.47,0.0,False,False,False,False,"[2009, 2011, 2013, 2015, 2016, 2017, 2020, 2021]",8,"['Royal Challengers Bangalore', 'Kolkata Knight Riders', 'Sunrisers Hyderabad', 'Kings XI Punjab']",4,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,Batsman | All-rounder,,Overseas,Right,Right-arm Medium,False,False,False,False,False,True,True,False,False,False,False,True,Match-winner,,,
JM Kemp,26,3,108.33,7.36,False,False,False,False,[2009],1,['Chennai Super Kings'],1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,,,,
S Tyagi,3,6,75.0,8.47,False,False,False,False,[2009],1,['Chennai Super Kings'],1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,,,,
RS Gavaskar,2,0,25.0,8.0,False,False,False,False,[2009],1,['Kolkata Knight Riders'],1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,,,,
SE Bond,1,9,50.0,7.23,False,False,False,False,[2009],1,['Kolkata Knight Riders'],1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,,,,
KA Pollard,3437,69,147.57,8.79,False,False,False,False,"[2009, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022]",13,['Mumbai Indians'],1,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | All-rounder,,Overseas,Right,Right-arm Fast | Leg-spin,False,False,True,False,False,True,True,True,False,False,False,True,Aggressive,Mumbai Indians,,
S Ladda,0,5,0.0,9.74,False,False,False,False,[2009],1,['Delhi Daredevils'],1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,Indian | Overseas,Right | Left,Right-arm Fast | Left-arm Fast | Off-spin | Leg-spin | Left-arm spin | None,False,False,False,False,False,False,False,False,False,False,False,False,One word: Aggressive | Calm | Finisher | Maverick | Consistent | Match-winner,,,
DP Nannes,4,28,30.77,7.29,False,False,False,True,[2009],1,['Delhi Daredevils'],1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Bowler,,Overseas,Right,Left-arm Fast,False,False,False,False,False,True,False,False,False,False,False,True,,,,
MJ Lumb,278,0,143.3,0.0,True,False,False,False,"[2009, 2011]",2,"['Rajasthan Royals', 'Deccan Chargers']",2,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Batsman,,Overseas,Left,Left-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,Aggressive,,,
DR Martyn,19,0,79.17,0.0,False,False,False,False,[2009],1,['Rajasthan Royals'],1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Batsman,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,Maverick,,,
S Narwal,37,5,137.04,11.43,False,False,False,False,"[2009, 2013]",2,"['Rajasthan Royals', 'Kolkata Knight Riders']",2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,All-rounder,,Indian,Right,Right-arm Fast,False,False,False,False,False,True,True,False,False,False,False,False,,,,
AB Barath,42,0,100.0,0.0,False,False,False,False,[2009],1,['Kings XI Punjab'],1,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Batsman,,Overseas,Right,Right-arm Fast,False,False,False,False,False,True,False,False,False,False,False,False,,,,
Bipul Sharma,187,17,152.03,8.06,False,False,False,False,"[2009, 2011, 2012, 2015, 2016, 2017]",6,"['Kings XI Punjab', 'Sunrisers Hyderabad']",2,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,All-rounder,,Indian,Left,Left-arm spin,False,False,False,False,True,False,True,False,False,False,False,False,,,,
FY Fazal,183,0,105.78,10.0,False,False,False,False,"[2009, 2011]",2,['Rajasthan Royals'],1,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Batsman | Bowler | All-rounder | Wicket-keeper,,,,,False,False,False,False,False,False,False,False,False,False,False,False,,,,
AC Voges,181,0,126.57,8.44,False,False,False,False,[2009],1,['Rajasthan Royals'],1,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,All-rounder,,Overseas,Right,Right-arm Fast | Off-spin,False,False,False,False,False,True,True,False,False,False,False,True,Consistent,,,
MD Mishra,237,0,113.94,0.0,False,False,False,False,"[2009, 2011, 2012]",3,"['Deccan Chargers', 'Pune Warriors']",2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Wicket-keeper | Bowler | All-rounder | Batsman,,Indian,Right,Right-arm Leg-spin | Right-arm Off-break,True,False,False,False,True,False,True,False,False,False,False,False,,,,
